"","plotID","plotNum","domainID","siteID","decimalLatitude","decimalLongitude","Original_SpRich","rangefilt_95_SpRich","FEve","FDiv","original_FRic","SES.FRic","FRic.p","original_PD","SES.PD","PD.p","original_MPD","SES.MPD","MPD.p","nlcdClass","elevation","temp.range_CHELSA","temp.ave_CHELSA","precip.annual_CHELSA","temp.range_daymet","temp.ave_daymet","precip.total_daymet","Vert.Variance","Vert.Shannon","Vert.Simpson","Vert.Mean","volume_und","volume_mid","volume_subcan","volume_can","clumpy_und","clumpy_mid","clumpy_subcan","clumpy_can","te_und","te_mid","te_subcan","te_can","np_und","np_mid","np_subcan","np_can","Total_veg_amt_NEW","shannon_plot","simpson_plot","variance_plot","range_abs","dist_traveled","clumpy_TotVol","np_TotVol","te_TotVol","PC1","PC2","PC3","PC4","VegRating"
"178","MOAB_002",211,"D13","MOAB",38.210753,-109.412086,3,9,0.632388702586293,0.612532952782663,0.0107091530323009,0.337141726717248,0.747524752475248,816.491578279852,2.14620855557202,0.97029702970297,102.761253720663,1.32060422416702,0.910891089108911,"shrubScrub",1768.6,41.4,19.65,241.9,16.8369565217391,21.0830434782609,59.98,0.000919,12.77321598,0.999996557,0.036152391,14,0,0,0,0.0587269,NA,NA,NA,43,0,0,0,11,0,0,0,14,0,0,0,0,0,0.0587269,11,43,0.275314280625355,-0.174527004530341,-0.216150840801025,0.0310730752376878,"Understory"
"179","MOAB_003",212,"D13","MOAB",38.260525,-109.346022,5,13,0.610081669166305,0.766349858415672,0.0163064885695231,0.69180548650074,0.816831683168317,848.392874972792,2.37100430456669,0.99009900990099,106.055181703737,1.42509038795483,0.96039603960396,"evergreenForest",2019,41.9,18.05,274.4,15.7213043478261,19.7114130434783,65.32,1.758989967,12.48311215,0.999995498,0.973083892,212405,814,0,0,0.5641635,0.5432978,NA,NA,81557,753,0,0,2179,84,0,0,213219,1.47890734129933,0.754198479115171,171.573963379478,24.3256933012536,40.9771174238693,0.5649367,2178,81439,-0.0792034557206518,-0.0214717876117205,-0.030405885439988,-0.0364275031469914,"Midstory"
"180","MOAB_004",213,"D13","MOAB",38.231791,-109.397802,2,8,0.637081700677696,0.586884331425439,0.00909765780767938,0.265884101201279,0.638613861386139,715.420743551921,1.01675999099686,0.851485148514851,109.913357602969,2.0681094583435,0.99009900990099,"shrubScrub",1759.6,41.6,19.75,233.8,16.8264130434783,21.1316847826087,57.03,0.001027512,12.68069077,0.999996232,0.038447755,14,0,0,0,0.0587379,NA,NA,NA,45,0,0,0,11,0,0,0,14,0,0,0,0,0,0.0587379,11,45,0.435663133373135,-0.23484635372794,-0.374269812165339,0.051025650526069,"Understory"
"181","MOAB_010",214,"D13","MOAB",38.255321,-109.37515,3,9,0.626234739858704,0.768198017062552,0.00684620182995983,-0.207483660322569,0.420792079207921,522.406281414032,-0.30766996552815,0.425742574257426,88.5937327560082,-0.119444667329901,0.455445544554455,"shrubScrub",1825.9,41.8,19.45,249.6,16.5611956521739,20.8285326086957,54.34,0.223621421,11.11141135,0.999961631,0.12451209,12093,103,0,0,0.6127602,0.7497405,NA,NA,8018,73,0,0,765,6,0,0,12196,1.48848896091302,0.753489898940461,159.686868785745,22.5483765168908,38.0288619219416,0.6165288,765,7976,-0.0640034489323484,0.00659951304388066,-0.0130998387764103,-0.0129982389662619,"Midstory"
"182","MOAB_011",215,"D13","MOAB",38.265629,-109.41172,2,8,0.631012249638879,0.744349663760257,0.0113295530143095,1.15828416674052,0.915841584158416,719.873902221533,0.666679915361564,0.722772277227723,102.808283799761,0.203859609583432,0.534653465346535,"shrubScrub",1814.1,41.7,19.45,247.2,16.4728260869565,20.9330434782609,55.52,0.005623277,12.6144545,0.999992086,0.044435131,987,0,0,0,0.1865674,NA,NA,NA,2249,0,0,0,485,0,0,0,987,0.854615574381979,0.472987746479307,923.37417840231,49.1388044579534,68.693009118541,0.1865674,485,2249,0.026664786706862,-0.276140311333316,-0.0792683835212886,-0.0230167358228179,"Understory"
"183","MOAB_015",216,"D13","MOAB",38.254939,-109.430022,4,10,0.637570916356532,0.697067993363689,0.0206787579881088,2.2035833785054,0.945544554455445,667.378444078532,0.280331471575136,0.653465346534653,100.364701177462,-0.0678511638289349,0.485148514851485,"shrubScrub",1781.4,41.7,19.65,243.1,16.5726086956522,21.1138043478261,50.21,0.060618177,11.99457867,0.999970204,0.065875921,3486,2,0,0,0.5057512,-1,NA,NA,3031,4,0,0,402,1,0,0,3488,1.50885358937497,0.763127577644979,140.411511376708,11.1238532110092,34.7477064220183,0.5057512,402,3031,0.0748427493961181,-0.106576659904901,-0.105542741109889,0.0224978801973361,"Midstory"
"184","MOAB_026",217,"D13","MOAB",38.274261,-109.348,6,12,0.615296942933037,0.717443117118479,0.0132717542891965,0.593498664867224,0.816831683168317,567.459009779229,-1.21040078431349,0.0792079207920792,81.2068944963933,-1.75820198867853,0.0297029702970297,"evergreenForest",2032.4,42,18.05,278.6,15.5073913043478,19.5939130434783,55.78,2.114529813,12.42585097,0.999995084,1.004505986,199833,4159,0,0,0.5257816,0.5651988,NA,NA,89000,3469,0,0,2512,320,0,0,203992,1.61686655272883,0.783453840763053,129.495732485497,19.4512529903133,41.32465979058,0.5316906,2492,88132,-0.105402257402754,-0.0815222904900207,-0.064944367863608,-0.0893205478573173,"Midstory"
"185","MOAB_032",218,"D13","MOAB",38.268742,-109.357103,4,9,0.623596199369406,0.804734622865509,0.00505201719721051,-0.702121491383452,0.272277227722772,664.11235582171,-0.736602648568963,0.247524752475248,91.1225160369575,-1.04628552806743,0.168316831683168,"evergreenForest",1866,42,18.55,273.6,16.0769565217391,20.2235869565217,53.03,5.732071352,11.84882291,0.999982888,0.85847156,146244,3919,813,1237,0.4786856,0.6344088,0.628337,0.8562628,92549,2670,616,362,2925,196,36,5,152213,1.6080960791784,0.73238279612665,39.9987625195793,20.0863263978767,41.5293043301163,0.4903152,2889,91517,-0.233827148409427,0.0102746456408323,-0.0193648468085948,-0.157782255743055,"Canopy"
"186","MOAB_033",219,"D13","MOAB",38.277468,-109.361664,3,9,0.629952323075016,0.816080394165983,0.0106404893084325,0.316391835137716,0.757425742574257,590.285402265535,-1.16095290021401,0.108910891089109,89.1062646787331,-0.928512136917135,0.178217821782178,"evergreenForest",1998.2,41.9,18.35,274.8,15.5341304347826,19.6939130434783,56.27,1.482329141,12.52855581,0.999995567,0.844963769,210795,598,0,0,0.5451442,0.5350992,NA,NA,84428,594,0,0,2291,60,0,0,211393,1.44142509294902,0.744725032775046,186.107096035649,19.4367836210281,35.8673182177272,0.546048,2290,84286,-0.221368513804575,0.0455978953734392,-0.0208861882919754,-0.101613173281537,"Midstory"
"187","NIWO_001",220,"D13","NIWO",40.042139,-105.558781,6,10,0.6279675849281,0.747568349456994,0.00892097447714617,-0.120280036855811,0.400990099009901,623.46827563211,-1.73078185650196,0.0396039603960396,82.6266954405798,-2.23819954984645,0.0198019801980198,"evergreenForest",3209,38.3,-2.05,926.4,12.2584782608696,8.72989130434783,262.06,17.80218845,13.39865458,0.999998353,4.988306638,177822,437658,3087,0,0.3061916,0.5193061,0.399415,NA,134746,83966,3682,0,2948,377,458,0,618567,2.52177353029133,0.910745519089164,20.8177166458942,7.2289663043777,25.4250550061675,0.4614529,93,68920,-0.20711014024181,0.0543327330439876,0.135597350201432,0.0304943371847883,"Subcanopy"
"188","NIWO_005",221,"D13","NIWO",40.043488,-105.569696,5,11,0.623815137985088,0.649580037391719,0.00686774617842913,-0.698246496737498,0.222772277227723,649.054320356243,-0.437269894151682,0.306930693069307,97.9713415166299,-0.0562085571909683,0.386138613861386,"evergreenForest",3280.6,38.3,-2.05,962.2,11.7841304347826,8.12239130434783,254.42,14.96446043,13.27055807,0.999998025,3.789153423,276675,277599,4037,0,0.3484912,0.6156322,0.3822195,NA,127484,73428,4546,0,1155,1517,573,0,558311,2.53941295231972,0.91063626295509,20.9091388525546,10.7214437831245,28.1495438922035,0.507387,615,83354,-0.137980019957465,-0.0591851658700712,-0.00989766760724699,-0.022849342723778,"Subcanopy"
"189","NIWO_011",222,"D13","NIWO",40.035301,-105.55296,4,9,0.567320946515518,0.691147422726027,0.0107371608014458,0.427029157149762,0.757425742574257,580.439813284797,-1.09890686286646,0.108910891089109,92.4141925340472,-0.751408337758748,0.217821782178218,"evergreenForest",3086.5,37.5,-0.75,844.2,12.655,9.56521739130435,245.33,19.47363004,13.19501445,0.999997951,4.620976475,162895,336661,4327,0,0.3399478,0.6786868,0.3759368,NA,125842,63816,5262,0,2609,1097,695,0,503883,2.60302968623024,0.918874464247697,17.1123976739718,8.82863680656025,23.7590869308947,0.6424822,1253,64549,-0.0697940752755239,-0.163751004214615,-0.0397183447464307,-0.00295674077777811,"Subcanopy"
"190","NIWO_026",223,"D13","NIWO",40.051174,-105.572059,6,12,0.560513042604656,0.684903555528958,0.0063220709014651,-0.993048046395604,0.133663366336634,774.130453340867,0.378596024990211,0.623762376237624,100.511507862322,-0.0517236454685749,0.504950495049505,"grasslandHerbaceous",3431.8,38.8,-2.85,986.4,11.2633695652174,7.37179347826087,275.75,0.442049109,11.88373713,0.999986994,0.273474493,59574,765,0,0,0.5238488,0.4864626,NA,NA,44470,743,0,0,3786,77,0,0,60339,1.23647576950841,0.636644891100693,272.446017990216,24.8893750310744,51.7061933409569,0.5252044,3786,44396,-0.0426452363677949,-0.13818533064436,0.0157384093320974,0.0143676980247436,"Midstory"
"191","NIWO_028",224,"D13","NIWO",40.056991,-105.590947,4,9,0.559481081138516,0.759766186890075,0.015000934012478,1.41941733857062,0.935643564356436,673.469714987725,-0.151168303998167,0.356435643564356,92.6265528849154,-0.767283379595981,0.207920792079208,"grasslandHerbaceous",3534.6,39,2.25,1067.6,10.9413043478261,7.18445652173913,268.87,0.002169854,12.76462263,0.999996304,0.049564655,1047,0,0,0,0.1091292,NA,NA,NA,3569,0,0,0,707,0,0,0,1047,0.0491518441765679,0.0151868849826994,3257.39890841984,99.4269340974212,99.4269340974212,0.1091292,707,3569,-0.0878363098086146,0.0361693259683076,-0.145348026473938,-0.090961775373436,"Understory"
"192","NIWO_031",225,"D13","NIWO",40.045463,-105.544775,7,13,0.556963284740505,0.847811146931416,0.011968673548177,0.168034505849995,0.658415841584158,562.790556910248,-0.754810341928804,0.257425742574257,83.8395172341657,-1.27934614297097,0.128712871287129,"evergreenForest",3017.5,37.4,-0.45,811.3,12.8036956521739,9.8129347826087,253.09,27.73327937,13.63647574,0.999998665,6.086031911,189207,520099,46082,847,0.2743897,0.4859401,0.628104,0.5215139,142319,83349,16982,645,3029,196,1208,70,756235,2.78048549575181,0.927296220729607,13.5760158403655,8.19824525445133,25.562027676582,0.4157547,203,63835,-0.342258783983064,0.255609676150677,0.110771118837052,-0.0255990663516657,"Canopy"
"193","NOGP_001",226,"D09","NOGP",46.806092,-100.915421,6,13,0.511487015061028,0.695564571151027,0.0117758053700668,-0.0762018320607469,0.569306930693069,480.266382946662,-0.269551815405263,0.435643564356436,98.4486237924368,-0.127470810805125,0.475247524752475,"grasslandHerbaceous",526.2,42.5,19.25,486.5,16.0129347826087,18.8304891304348,101.81,4.3404738,12.17372015,0.999990815,0.515108864,17479,12138,1832,0,0.3893548,0.8001577,0.8163275,NA,23309,3867,519,0,3570,57,13,0,31449,2.60851141785931,0.89601841938784,27.0934408458666,23.0754554993799,37.1458551941238,0.5799039,3398,21215,-0.104706244704682,-0.130320290506748,0.0435815438047946,-0.0627559264531891,"Subcanopy"
"194","NOGP_002",227,"D09","NOGP",46.798586,-100.911965,11,16,0.505374389810883,0.638643268001822,0.0175776912329928,0.518898539353595,0.747524752475248,394.015114720248,1.10293964199632,0.900990099009901,113.26730105588,1.00591926533346,0.841584158415842,"grasslandHerbaceous",553.7,42.5,19.25,494.8,16.0144565217391,18.7599456521739,102.55,0.008344718,14.02848203,0.999998617,0.069478348,5998,1,0,0,0.08399094,NA,NA,NA,18484,0,0,0,3882,1,0,0,5999,0.30700854380858,0.131505553753875,1671.23611561531,88.7647941323554,93.0488414735789,0.08396436,3883,18488,-0.013846618567525,-0.1544199465036,-0.109443669145779,-0.0151327944659028,"Midstory"
"195","NOGP_005",228,"D09","NOGP",46.786915,-100.915127,9,16,0.515012910172235,0.696015190664742,0.0218483332109839,0.860576697493376,0.836633663366337,371.974186996786,0.0872435850026166,0.485148514851485,100.182899086926,0.136590234249972,0.554455445544555,"grasslandHerbaceous",566.4,42.4,19.15,502.8,16.0195652173913,18.7176086956522,103.05,0.142265889,13.21542177,0.999995427,0.134162548,22019,10,0,0,0.4957005,0.7,NA,NA,21257,7,0,0,3333,1,0,0,22029,1.11152108110214,0.613786298530574,439.094069605518,26.0157065686141,53.4477279949158,0.4959808,3333,21249,-0.0374728544788785,-0.197891546655013,-0.00850788152990753,-0.0664304454833614,"Midstory"
"196","NOGP_007",229,"D09","NOGP",46.811941,-100.904219,5,12,0.506473671812978,0.737233541129095,0.0099342158877947,0.115995639801509,0.628712871287129,311.956164588722,-0.259352582825979,0.366336633663366,90.1373108846583,-0.466010554511307,0.306930693069307,"grasslandHerbaceous",523.7,42.7,19.35,479.2,16.0129347826087,18.8304891304348,101.81,14.31323277,12.87296753,0.999996604,1.472311941,41758,44434,9237,29,0.3632785,0.8519713,0.8283317,0.4058642,57101,7912,2201,33,5955,109,43,4,95458,2.73874781627975,0.901740622088203,23.5470541826,23.8733264891366,32.3838756311676,0.5748072,5539,50310,-0.0887629813439613,-0.167945167184606,-0.0284796999077623,-0.0417968783156533,"Canopy"
"197","NOGP_008",230,"D09","NOGP",46.783513,-100.907936,7,14,0.524075336718058,0.665541220271983,0.00700727217668538,-0.817678382268895,0.232673267326733,444.471097466293,0.852204590612479,0.792079207920792,107.462160152983,0.790628675651202,0.762376237623762,"grasslandHerbaceous",559.3,42.3,19.15,503,16.0197826086957,18.6248913043478,103.91,0.390008704,12.92314536,0.999995145,0.213299347,32156,106,0,0,0.6393242,0.6181513,NA,NA,17920,87,0,0,2400,9,0,0,32262,1.42261741749204,0.731433792601945,205.094581997222,15.0951583906763,39.7557497985246,0.6400362,2400,17898,-0.0261132741438358,-0.211441490372902,-0.010930620615904,-0.0773900359495664,"Midstory"
"198","NOGP_010",231,"D09","NOGP",46.765843,-100.916361,4,10,0.559962628475906,0.680112035604217,0.00834314968122478,0.303790060019775,0.717821782178218,438.719030637763,-0.530193063863517,0.306930693069307,105.672844111702,0.553434760228025,0.683168316831683,"grasslandHerbaceous",586.8,42.1,19.05,512.4,16.0366304347826,18.5689673913043,104.89,0.005580801,13.85745159,0.999998205,0.052748373,848,0,0,0,0.1066188,NA,NA,NA,2615,0,0,0,622,0,0,0,848,0.683679258655022,0.343207658419366,1355.97447193545,85.0235849056604,94.6933962264151,0.1066188,622,2615,0.01514156038763,-0.0270727864296195,-0.0392011287281307,-0.0123215233796211,"Understory"
"199","NOGP_013",232,"D09","NOGP",46.774433,-100.919404,16,21,0.530380464932356,0.60981729938229,0.0109579518408842,-1.11116826560871,0.133663366336634,402.552932912903,0.62513809764214,0.693069306930693,111.005419972466,0.88657619986011,0.772277227722772,"grasslandHerbaceous",568.3,42.1,19.05,510.5,16.0366304347826,18.5689673913043,104.89,0.286109106,13.06177741,0.999994737,0.175784935,30048,443,0,0,0.4228491,0.6947348,NA,NA,35286,256,0,0,4896,16,0,0,30491,1.25837498505979,0.615840226176955,341.310828389917,39.8675018858024,57.2201633268833,0.4266304,4892,35202,0.0172812638676668,-0.0362220610077228,-0.11333257466461,-0.0340059685478644,"Midstory"
"200","NOGP_014",233,"D09","NOGP",46.80763,-100.903673,7,14,0.543626131120949,0.634010024935271,0.0141837747257409,0.562055364679621,0.737623762376238,365.848434921351,-0.0106955500945107,0.445544554455446,107.876694950299,0.575329542227466,0.673267326732673,"grasslandHerbaceous",528,42.5,19.25,486.2,16.0129347826087,18.8304891304348,101.81,0.748830172,12.73142642,0.999990608,0.204570374,27380,3509,138,0,0.3081035,0.8029243,0.7276387,NA,46661,1152,72,0,5622,27,3,0,31027,1.38530165704642,0.548749447852183,221.45498511136,62.5970928546105,69.3009314468044,0.3443159,5582,46453,-0.0113763018485744,-0.0861785910832605,0.0135807211324501,-0.0516778909164484,"Subcanopy"
"201","NOGP_017",234,"D09","NOGP",46.792018,-100.916884,9,15,0.532232369041386,0.64350611771202,0.0058867241636075,-0.934295065438142,0.183168316831683,320.130595269244,-1.32472826879072,0.099009900990099,80.4632204017031,-1.48511736959128,0.0891089108910891,"grasslandHerbaceous",557.2,42.3,19.15,495.3,16.0241304347826,18.6258695652174,104.3,0.0782728,13.44450919,0.999995459,0.101096924,15158,30,0,0,0.340362,0.6497847,NA,NA,23437,25,0,0,3977,3,0,0,15188,0.954802866177718,0.475105930697127,716.454805272412,52.9365288385568,69.8907031867264,0.3408531,3977,23427,-0.00887003129554729,-0.103395133984439,-0.0568962418208583,-0.106794964601166,"Midstory"
"202","NOGP_019",235,"D09","NOGP",46.791632,-100.90823,8,14,0.543432005405558,0.652178552068202,0.00652021737877715,-0.839412801842988,0.262376237623762,427.948137093074,-0.204426438802478,0.346534653465347,91.2136736320176,-0.743167843485204,0.207920792079208,"grasslandHerbaceous",545.7,42.3,19.15,494.8,16.0195652173913,18.7176086956522,103.05,0.0355442,13.78672483,0.999997241,0.088379612,13668,0,0,0,0.2137242,NA,NA,NA,29603,0,0,0,4855,0,0,0,13668,0.547813521502627,0.260294344610505,1349.26413847374,75.907228563067,85.3892303189933,0.2137242,4855,29603,-0.00716415290402321,-0.205648510033967,-0.031867195762568,-0.0456659151654546,"Understory"
"203","NOGP_020",236,"D09","NOGP",46.779953,-100.91172,11,17,0.544261893919198,0.711145987588387,0.0102679579832197,-0.568538030996862,0.381188118811881,360.62255970631,-0.132483689795227,0.425742574257426,92.9586961636029,-0.463305704291347,0.277227722772277,"grasslandHerbaceous",565.1,42.3,19.15,508.6,16.0197826086957,18.6248913043478,103.91,0.924453771,13.00615687,0.999996009,0.335346116,49257,4721,0,0,0.6077148,0.8612447,NA,NA,29663,1206,0,0,3760,34,0,0,53978,1.75104790741403,0.791046810135194,121.059099849785,14.7096965430361,33.9175219533884,0.6420045,3746,28720,-0.114991921058177,-0.0332527015216334,0.0950914730923456,-0.0138883377846793,"Midstory"
"204","NOGP_028",237,"D09","NOGP",46.801135,-100.904617,6,12,0.551679502693963,0.62497737797018,0.0353386554205339,3.84466470336798,0.995049504950495,368.987840773008,-1.36179775404119,0.108910891089109,80.1046116402351,-1.40281567951859,0.108910891089109,"grasslandHerbaceous",539.1,42.5,19.25,486.2,16.0144565217391,18.7599456521739,102.55,0.004838694,14.06684145,0.999998956,0.068179611,6472,0,0,0,0.1243166,NA,NA,NA,19005,0,0,0,3568,0,0,0,6472,0.0701714723289167,0.02206619634489,2426.4460121837,98.7021013597033,99.3046971569839,0.1243166,3568,19005,0.023446115924376,-0.270757738550562,-0.111957050008156,-0.0995247831980649,"Understory"
"205","NOGP_041",238,"D09","NOGP",46.781417,-100.921628,11,18,0.528755085374418,0.653470991342626,0.00721883984450987,-1.07991939313371,0.0940594059405941,352.385432783557,-0.294105775555706,0.336633663366337,89.5995890409126,-0.695086172260663,0.237623762376238,"grasslandHerbaceous",578,42.3,19.15,508.1,16.0340217391304,18.6338586956522,104.27,0.51417045,12.83369389,0.999995133,0.268900983,42091,658,0,0,0.6635995,0.7410834,NA,NA,24592,345,0,0,2223,20,0,0,42749,1.38848103329061,0.703615571247345,205.475337843564,12.828370254275,40.8056328803013,0.6675277,2218,24458,2.1077047922406e-05,-0.118146914462968,-0.0130919544712736,-0.0534004780717725,"Midstory"
"206","OAES_001",239,"D11","OAES",35.414613,-99.058921,11,20,0.531434982285088,0.673651336226635,0.0101285128893398,1.70476146756657,0.935643564356436,112.211049752139,0.0451843533135488,0.633663366336634,74.8073665014258,0.0451843533135404,0.633663366336634,"grasslandHerbaceous",519.4,36.9,21.35,755.6,13.6829347826087,24.5984239130435,137.47,0.533752581,11.3437801,0.999966436,0.184007612,20783,2583,0,0,0.4228428,0.7041508,NA,NA,26539,1274,0,0,3236,73,0,0,23366,1.61091076387916,0.68725884616259,221.832062928319,48.4336215013267,58.5722845159634,0.4523265,3216,26048,0.0999288072198544,-0.241458103062232,0.0603678782716734,-0.0390410501402841,"Midstory"
"207","OAES_002",240,"D11","OAES",35.41828,-99.050115,10,35,0.457574876205562,0.61804930006602,0.00962419264364451,-0.182955091434986,0.48019801980198,137.618086284067,-1.20603750485049,0.0594059405940594,49.4318057170227,-1.46132671418792,0.0495049504950495,"grasslandHerbaceous",515.3,36.9,21.25,761.3,13.6829347826087,24.5984239130435,137.47,1.050433084,11.4459276,0.999979608,0.328962877,40360,5131,0,0,0.5054134,0.7244807,NA,NA,36169,2179,0,0,3755,107,0,0,45491,1.69503696875739,0.740652200535882,144.553252335035,34.692576553604,46.2926732760326,0.5337733,3736,35192,0.0362946033001475,-0.13549189784775,-0.0214415534633705,0.00833450064019378,"Midstory"
"208","OAES_003",241,"D11","OAES",35.411932,-99.069768,15,40,0.453579862255548,0.624740138539278,0.0110325720562654,0.0323441400907371,0.54950495049505,131.143847213221,-1.16567431426707,0.0891089108910891,55.4951749805285,-1.38867277030172,0.0693069306930693,"grasslandHerbaceous",511.1,37,21.35,756.3,13.699347826087,24.6046739130435,137.34,0.086017546,12.13634111,0.9999794,0.09186816,10810,127,0,0,0.3003448,0.5620739,NA,NA,18364,119,0,0,3147,13,0,0,10937,1.14726400841318,0.547712509648111,515.717245824576,53.8081740879583,65.4749931425437,0.3019818,3147,18340,0.050767424698323,-0.238281483674391,-0.0105207265430321,-0.0475250695481812,"Midstory"
"209","OAES_005",242,"D11","OAES",35.404084,-99.077598,9,32,0.457163876013475,0.660159298775638,0.00937196928346004,-0.0995039110179089,0.47029702970297,174.28627338303,0.0710654581763309,0.683168316831683,74.6194612912117,-0.00883534305261248,0.544554455445545,"grasslandHerbaceous",503.8,37,21.35,753,13.7205434782609,24.624402173913,134.61,0.30518425,11.50191317,0.999945857,0.107489898,5580,1829,0,0,0.1566401,0.8707888,NA,NA,14669,413,0,0,2809,6,0,0,7409,1.44840180552821,0.602503428425056,330.551746194382,63.7872857335673,83.520043190714,0.2276154,2798,14442,0.0214705530706533,-0.151285081233522,-0.0128725578577182,0.00563557272065224,"Midstory"
"210","OAES_010",243,"D11","OAES",35.397343,-99.059444,9,33,0.451359994471539,0.618109806178656,0.0114141872904741,0.936474499892287,0.846534653465347,176.92801147309,0.110425946430127,0.707920792079208,77.9798817195168,0.185915138307974,0.727722772277228,"grasslandHerbaceous",502.6,37.1,21.45,744.4,13.7157608695652,24.6535326086957,132.57,0.249729637,11.52762789,0.999959907,0.118141154,10563,1126,0,0,0.3076201,0.7703335,NA,NA,18385,473,0,0,2853,16,0,0,11689,1.40137111629019,0.598359085595609,310.7318234953,60.2874497390709,72.2303019933271,0.3344416,2849,18141,0.0502402471366935,-0.203023062686727,-0.0323217562464834,-0.0360164173798817,"Midstory"
"211","OAES_013",244,"D11","OAES",35.406843,-99.059073,9,34,0.452481562100309,0.66921034382817,0.0105927052407,0.440141919850472,0.707920792079208,641.853838547723,0.32707315380748,0.623762376237624,115.248757434756,1.27508552138762,0.891089108910891,"grasslandHerbaceous",515.3,37,21.35,750.4,13.7039130434783,24.6247826086957,134.91,0.039912164,12.37548818,0.999981553,0.070059067,4321,208,0,0,0.1540963,0.5728315,NA,NA,11614,194,0,0,2314,17,0,0,4529,0.833717294717486,0.347106142252175,850.06119148447,80.6359019651137,84.6323691764186,0.1644895,2317,11626,0.0216482983035583,-0.186864208328353,-0.00456005040980617,-0.0475295765289876,"Midstory"
"212","OAES_031",245,"D11","OAES",35.403275,-99.06778,8,33,0.45490543862676,0.625309924601326,0.0126234552929704,1.31023922784448,0.896039603960396,404.929891594538,-1.0443651994918,0.178217821782178,87.2300818215538,-1.09194508678876,0.138613861386139,"grasslandHerbaceous",505.6,37,21.45,751.4,13.7039130434783,24.6247826086957,134.91,0.034446227,12.43064506,0.999984139,0.07286501,6860,223,0,0,0.1686267,0.758931,NA,NA,18887,136,0,0,3345,7,0,0,7083,0.372395058546131,0.130116694431882,948.465243071259,94.2397289284202,96.0327544825639,0.1805051,3342,18838,0.029017478906378,-0.180905284850993,-0.0105657625194915,-0.0449144044157821,"Midstory"
"213","ONAQ_004",246,"D15","ONAQ",40.185668,-112.472428,4,24,0.4939564033392,0.681758510424795,0.0164763569506777,1.67751084449147,0.945544554455445,532.884763529292,-1.28221231958304,0.108910891089109,81.6882252805112,-1.63974267675222,0.0594059405940594,"shrubScrub",1714.4,40.6,10.15,420.6,17.7620652173913,18.3542934782609,31.36,0.016579999,12.04413304,0.999970165,0.036306,1024,0,0,0,0.3559625,NA,NA,NA,1572,0,0,0,300,0,0,0,1024,1.28335508822134,0.697568893432617,174.770355224609,9.1796875,30.56640625,0.3559625,300,1572,-0.00390170314920893,-0.117674518130888,-0.0750945126160805,-0.00639150837362232,"Understory"
"214","ONAQ_005",247,"D15","ONAQ",40.180608,-112.431764,4,27,0.489938798330214,0.688255019035782,0.0158966752061732,1.18749715988188,0.896039603960396,454.047926152979,-2.1571294575267,0.0297029702970297,82.8126094163408,-1.48389269572868,0.0792079207920792,"shrubScrub",1613.3,40.9,10.75,374,18.1855434782609,18.92375,29.9,0.001325913,12.35374518,0.999994217,0.031713671,676,0,0,0,0.1440278,NA,NA,NA,2062,0,0,0,398,0,0,0,676,0.0201821453979718,0.00589965337348142,4941.00346626519,0,99.4082840236686,0.1440278,398,2062,-0.0581678609597051,-0.0468141343601413,-0.035445183285945,0.00394374262392757,"Understory"
"215","ONAQ_016",248,"D15","ONAQ",40.175069,-112.446076,3,26,0.486300155063652,0.71258990521255,0.0169701991058017,1.64314454397455,0.925742574257426,666.529275425922,-1.26848627293484,0.118811881188119,91.0993252386626,-1.16383806232899,0.118811881188119,"shrubScrub",1637.7,40.8,10.55,385.1,18.085,18.7803260869565,28.08,0.001896114,12.53576743,0.999995391,0.043424737,1210,0,0,0,0.1590448,NA,NA,NA,3532,0,0,0,684,0,0,0,1210,0,0,0,0,0,0.1590448,684,3532,-0.0894254532365162,-0.0562109479310086,-0.0214634375459137,-0.000743042708333192,"Understory"
"216","ONAQ_019",249,"D15","ONAQ",40.175491,-112.482473,5,28,0.478788938516671,0.57711375900675,0.0172374649991939,1.55139328731907,0.925742574257426,858.820349108319,0.331067433366792,0.643564356435644,112.44740063534,1.10312170386249,0.871287128712871,"shrubScrub",1732.4,40.6,10.05,426.3,17.6184782608696,18.1220652173913,34.71,0.134385814,11.0208345,0.999958751,0.08767871,11052,0,0,0,0.5917106,NA,NA,NA,8249,0,0,0,796,0,0,0,11052,1.2788595086174,0.706684807475444,233.287981311391,25.8324285197249,36.7354325009048,0.5917106,796,8249,-0.0239183942865843,-0.143275266238578,-0.0489463087586165,-0.0101214053513621,"Understory"
"217","ONAQ_030",250,"D15","ONAQ",40.201373,-112.513694,10,23,0.463345110934127,0.608730746366048,0.0144791518961839,0.828717530644986,0.806930693069307,671.487466600353,0.68296441915704,0.742574257425743,98.8381807733429,-0.30973774765485,0.356435643564356,"evergreenForest",1951.3,40.3,8.15,504.8,16.2872826086957,16.0578804347826,59.28,2.407566665,12.66993308,0.999996277,1.254153433,247740,7600,0,0,0.5018645,0.5553066,NA,NA,98210,6418,0,0,1957,549,0,0,255340,1.6334603059913,0.78117905681276,132.023270208045,24.5981828150701,45.6649956920185,0.5097307,1954,96726,-0.0195421646960835,-0.0957803157268187,-0.0930784005905501,-0.0405885611555221,"Midstory"
